gene	CZJE_PBMC	G4YW_CD8_TE	G4YW_MAIT	G4YW_VD2+	G4YW_VD2-	G4YW_TFH	G4YW_Treg	G4YW_Th1	G4YW_Th1/Th17	G4YW_Th17	G4YW_Th2	G4YW_CD4_naive	G4YW_Progenitor	G4YW_B_naive	G4YW_B_NSM	G4YW_B_Ex	G4YW_B_SM	G4YW_Plasmablasts	G4YW_C_mono	G4YW_I_mono	G4YW_NC_mono	G4YW_NK	G4YW_pDC	G4YW_mDC	G4YW_Neutrophils	G4YW_Basophils	DZQV_PBMC	925L_PBMC	9JD4_PBMC	G4YW_PBMC	4DUY_PBMC	36TS_PBMC	CR3L_PBMC
DEPTOR	0.189311	0.814057	0.568161	0.390165	0.870449	0.340543	0.703794	0.27031	0.280533	0.522272	0.493731	0.896839	1.13664	0.461069	18.1289	16.5305	47.4669	2.63326	0.0965665	0.283427	0.886433	0.362837	0.307984	0.322595	0.0738435	0.40431	0.632308	0.644465	1.38175	2.20628	0.617351	0	0
VHL	0.854487	0.580716	0.598631	2.441846	1.022695242	1.82097	1.207051	1.193313	0.330725	1.75664	1.22928	1.62652	1.8480284	2.691611	2.370161	0.789881	2.470186	0.109533	0.960951	1.449868071	1.169701	1.287815	0.77441	1.073344	0.754391	0.158892	0.674758	1.0124906	2.72585	1.354311	1.208702	0.772648	1.131576
AFF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA61	1.363352	0	0.227686	3.331518	0.3290394	1.674639	0.0922503	0.731129	0.5972	0.536535	0.891753	5.502038463	0.113533	0	0.227032	0.1609926	0.321833	0	0.0412682	0	0.241632	0	1.187312	0	0	0	1.272056	1.068824834	4.765149	2.425226	0.9278532	0.774395	1.220336025
GOLGA5	32.054291	32.23213	29.645548	44.99742	55.75327	36.06916	44.386741	41.747072	36.32891	20.393896	30.113613	29.192656	22.14095	25.39287	23.108	25.402717	35.931909	13.670994	26.030311	26.1991	24.4038	31.388946	30.933603	25.429233	58.182161	25.556796	33.93201	34.02384	28.588674	38.00093	30.90599	27.584689	40.314782
PELP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09918	0	0	0	0	0	0	0
HDGFRP2	79.672183	122.849817	141.707524	206.46817	197.567366	241.247569	200.10116	138.156335	151.822905	162.144487	223.811683	287.342258	246.837968	199.758756	266.785801	135.419503	113.967469	28.502347	106.941092	120.877991	180.817103	256.902691	163.334545	99.278519	70.12305009	135.894316	114.873385	149.607311	153.705604	148.452954	152.12569	79.090022	222.100074
ADGRA3	28.23754	28.4429	29.20806	29.06673	39.34801	27.11689	25.64347	30.73869	43.1005601	30.4508	40.4817	38.5828282	34.94891	39.84156	34.33228	38.123499	33.84359	13.12244	22.56946886	25.31281	28.96923391	52.3273	54.24981004	29.042598	10.50805	19.26384	30.3104	33.8779637	30.91551	32.393561	38.23368039	18.07252	20.31202
VCL	36.04169	43.97009	52.26692	56.53725	53.91768	35.807	49.18145	66.89847	56.74834	50.6007	64.45445	46.0723	40.01573	39.87032	36.08994	42.5477	54.51893	14.6428429	41.17392	28.12185	38.44519	50.83017	45.77752	40.2253	11.65134	22.76799	43.813593	48.62442	43.26418	54.04436	38.03496	37.16861	37.92007
TMX1	0.221439	0	0	1.11932	0	0	2.14085	3.61219	0	0	3.15136	8.44257	0	2.81992	6.71128	0	0	1.78516	0	3.7471	0	1.14869	2.82563	0	0	0	0	0.5553	2.08781	0	0.477971	0	0
SNORA68	5.33469	6.21895	6.51684	5.27099	5.42342	8.19233	5.99503	4.90565	7.50066	4.79127	7.13688	9.45826	8.36997	7.36752	5.17256	3.8383	5.83328	1.58611	8.34225	6.90182	5.50976	7.35626	10.081	3.89856	14.5426	6.00478	6.26412	6.71229	4.64193	5.83536	7.51453	4.51345	6.82959
USP34	0	0.0942653	0	0	0.0949731	0	0	0.160781	0.0807367	0.211898	0	0.273404	2.31163	0	0	0.0708074	0	0	0.31002	0.102227	0	0	5.833348	2.91628	0.205752	0	0	0.208294	0	0.0608483	0.252485	0	0.184023
TMEM245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM167B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRD9	0	0	0	0	0	0	0	0	0	0	0	0	8.188857	0	0	0.316354	0	0	0	0	0	0	0.69825	0	0	0	0	0	0	0	0	0	0
IL13RA1	0	0	0	0	0	0	0	0	0	0	0	0	1.138929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FNBP1L	2.230193	1.436085	6.58326	3.15412	1.319237	2.217093	2.99875	1.757944	2.91296	3.77676	2.140317	0.631614	1.566682	0.995394	1.07974	5.15338	6.20704	7.596318	0.860925	1.15535	0.627517	1.925427	1.015612	0.478135	0.707485	1.98934	1.127666	1.545763	0.600018	1.621948	1.782103	0.980171	1.17346
PABPN1	7.530312	8.034399	14.518712	13.698673	12.97569	11.06603	14.19034	14.242005	7.563536	8.610134	15.9135	11.10556	9.739321	10.0589	11.788479	7.945805	8.198325	2.573656	3.167769	8.558826	10.74764	11.99627	6.462781	7.049277	1.754255	6.241326	5.594088	11.51188	8.906542	5.70069	8.842332	7.210826	6.900675
MAPKAPK5	1.960483007	3.52639	4.72518	7.761746	5.851661228	6.119848	3.514809003	4.3386931	1.414655	3.878637	2.510529002	11.15953	6.650089	8.04446	3.02914	3.022494	3.327216	3.249159	7.92685	4.092373	11.683924	7.424634	8.329138	7.691896794	0.09029	1.43559173	5.906455	7.526603	6.5351	3.645739	4.11880108	5.819271708	3.62381
FBRS	0	0	0.201256	0.220662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200957	0	0	0	0	0	0	0	0	0	0	0	0
BET1	70.07285	56.50916	67.37765	97.38328	132.9663	100.95798	127.24202	68.79496	62.75238	37.90722	62.86852	101.41938	89.01326	88.096871	72.15246	49.34903	61.79613	15.49204	61.11319	106.40621	81.95701	99.73925	48.05244	56.28231	117.24036	60.41116	71.20344	88.65164	99.32089	115.0293	93.711857	58.05723	85.1716
KIAA1217	1.56164	2.51884	3.0304	1.39194	1.76892	2.84016	3.2575	1.77627	3.13578	1.44077	1.4104	1.56012	2.93394	2.37031	1.63426	1.14853	1.74121	0.663314	3.32281	2.96136	4.35027	0.80314	2.49292	2.91905	2.62773	4.43424	1.42788	2.76388	1.07154	1.7597	1.7437	1.83269	2.64965
SORT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1724	0	0	0	0	0	0	0	0	0	0	0
RNU11	0	0	0	1.95366	0.204996	0.514883	0	0.233361	0	0.257739	0.639829	0	0.634529	0.397957	0	0	0	0	0.444496	0.367076	0.857399	0.0521881	0	0.167146	0	0.174578	0.348719	0.580311	0.894219	0.350042	0.7705	0	0
MFF	1.29203	1.38921	1.76937	0.985051	3.40759	4.66858	4.21458	3.57893	2.18849	2.27753	1.19918	3.01975	5.32848	3.74468	2.48011	1.64935	2.55267	0.0627027	3.47284	4.19124	3.09062	2.10003	1.96194	2.3604	3.89296	5.23895	4.31502	0.426477	1.36799	3.99527	2.56211	1.73492	1.41924
SNORD68	6.415169	11.971692	12.230048	19.9111451	28.5904528	4.589404581	4.918253136	3.9440751	4.183438709	5.7521782	6.649161	6.866761	6.580745	3.0604253	5.39555138	2.8161597	3.6756166	0.4015492	3.321776366	2.0743658	3.712476802	36.184896	12.16911898	2.684366	4.1395579	1.8119267	4.7924281	4.456028695	7.232517629	11.1030945	6.0012704	6.3695591	5.0330478
OXA1L	0.491501	1.63089	0.2190569	2.819711	2.859273122	0.455911	1.063775	0.0831799	1.011044	0.465973	0.419194	0.234205	0.8668657	0.469528	0.638711	0.398449	0.896114	0	0.458791	0.572505	2.656594	2.132866398	5.886825	0.422385	0	0.48169	0.623973	2.438875	1.152718756	0.917118	0	0.572962	0.108457001
ZNF785	15.02548	25.81202313	21.5230764	19.77338861	24.659108	20.893901	17.460674	21.082905	19.016951	20.9063608	13.312772	20.993174	11.53683834	18.170569	7.580363	5.231106817	9.144674	6.568516	14.580876	12.859177	11.96207031	21.40932	15.329159	7.60952	24.307716	17.993418	12.507632	10.68123	13.506224	16.336781	13.94523	13.218634	11.602442
MOB1B	1.41223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.533003	3.81293	0	1.65658	0	0	0	0	0	1.79032	1.58167	0	0	0
MAOA	21.583887	50.39421	43.982631	37.714302	39.285907	57.02757	43.684119	43.250996	53.624543	67.1414	43.49035	51.63948	53.218864	32.00641	34.489804	34.566044	41.026825	18.8138269	20.952887	13.256811	22.627963	47.06576	47.767445	18.384939	21.6949213	25.44588	26.014303	32.732151	26.128809	24.77497	26.705333	17.448502	21.02721
ITCH	1.52152	0.969076	2.09842	1.91656	1.3118	2.14047	1.983004	1.88492	2.157125	1.02138	0.701853	2.03775	0.9387	1.86205	1.980088	2.023579	0.104772	0.401206	1.758782	0.823062	0.502722	1.05888	2.05008	0.369995	2.740043	1.898066	4.284268	3.214113	0.799226	0.847499	5.443575	0.400027	3.11171
PTCD3	0.274595	0.145477	0	0	0.536259	0	0	0	0.713352	0	1.15332	1.15288	0	0	0	0	0	0	0	0	0.510817	2.4436	2.40404	0.676935	0	0	0	0.230453	0.297961	0.0989277	0.140072	0	0
RMDN1	36.133433	59.22828004	60.900324	55.46072401	61.7091123	52.171215	53.154592	48.026373	63.931608	76.302288	50.515263	42.86292359	40.203053	32.37747112	30.523649	17.978417	24.72059467	11.91029724	36.17067606	28.84428503	39.7554787	79.609225	43.224457	27.035791	56.029025	50.592449	40.5388997	37.999306	24.82699419	37.48171501	28.80599287	25.25808788	40.20115511
STX7	2.85854	5.0897	5.38813	3.35214	3.93178	4.93254	5.98495	4.00936	4.97796	7.05607	4.95172	3.71162	7.55785	3.72696	2.58165	3.80256	2.74413	1.41382	2.18662	2.11998	2.14743	3.4799	4.94501	1.89283	3.15817	3.69478	3.4174	4.57881	3.04535	2.00867	2.9369	1.901	3.10072
HIBCH	3.002125	9.720102	11.55579	11.18205	6.645237	13.537146	9.209338	9.41774	10.473321	10.69071	10.501521	11.763148	16.514556	6.834195	7.30177	6.50761	6.862038	4.402657	5.445832	2.9171	4.11125	10.478571	11.599842	4.07098	6.26227	7.05464	2.599416	7.32784	3.64616	3.05396	4.675509	0.629207	3.503876
LEPROT	5.348784	7.382834	9.18868	6.42431	5.365585	7.46987	9.19717	9.14899	9.96322	12.35651	11.3292	6.62915	20.07133	8.7904	8.62941	8.74619	12.06167	3.82138	1.397028	2.237168	4.088793	7.642544	8.84564	2.211701	1.600299	5.83127	5.84673	8.50458	3.63858	4.808579	3.939128	4.01846	3.435168
VWA8	133.2910962	30.834124	55.267955	60.219511	30.453889	38.655731	35.407066	20.48375	28.408634	29.81526039	19.583535	19.926893	57.00366815	92.332776	104.22486	49.366706	83.654058	41.625578	398.652502	311.404999	407.1898148	62.12182	172.251576	129.234888	961.2144702	295.72594	155.966681	133.78971	123.773947	151.589574	191.056586	147.883399	146.053028
CD59	31.92389235	25.68796	34.608965	23.85842611	25.8221573	27.90033686	18.96803806	22.94905884	31.17675765	23.697717	21.84157001	17.61568164	42.219765	31.61382847	25.106072	17.62496557	30.17112507	4.93979	30.378048	24.50123803	38.45260102	35.87405624	71.139743	32.87407416	47.394497	32.5961924	21.9425986	21.07852865	31.400199	24.70037281	20.69661581	29.02823786	25.0016641
KTN1	1.33607	0	0	0	0	0	0	0	0	0	0	0	0.473502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466299	0.119692	0.489533	0.122317	0.520135
ZNF506	0	0.142811	0	0	0	0	0	0.0655085	0	0	0	0	0.122626	0	0	0	0	0	0	0	0	0	0.3896865	0	0	0	0	0	0	0	0	0	0.141548
NUMB	0	0	0	1.327418	0	0	0.577792	2.46999	0.16083	0	0	0	0	0	0	0	0	0.187946	0	0	0.494349	0	0	0	0	0	0	0	0.225518	0	0	0.46598	0
PLA2G12A	1.58547	4.698954	1.725037	2.439102	3.109858	2.794872	2.232742	3.877542	3.688147	4.662144	1.47369	2.331496	3.994177	3.090276	1.784962	2.099129	2.475814	0.7099161	3.466762	1.231217	2.029645	1.626539	2.48839	1.329034	2.828598	5.55007	0.8622686	1.868525	1.025937	1.9963415	0.924031	1.197555	2.644624
PTCH2	0.300529	1.07083	0.803103	0.37684	0.325131	1.13158	0.271167	0.791384	0.188467	0.44482	0.574439	0.677642	1.4503	0.635424	0.591693	0.468214	0.497221	0.036595	0.441132	0.284914	0.118558	0.50223	0.508964	0.125127	0.929072	0.987054	0.287058	0.778717	0.0613673	0.112881	0.332413	0	0.713701
SF3B1	0.153839	0.445223	0.520456	0.151012	0.67565439	0.764624	0.41587	0.731294	1.584967	0.393866	1.07264	0.722448	1.26291	1.30131	0.682109	0.81199	0.615226	0.0753191	0.392756	0.37261	0.197673	0.491544	0.445353	0.882387	1.74255	1.01565	0.631823	0.544668	0.774241019	0.297033001	0.238795	0.235296	0.769208
CYP20A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX12	5.9342469	3.008198	10.431251	14.92107	4.9614941	8.79344	8.870239	5.411785	3.098296	7.932816	4.367596	3.511422	6.384088	6.41268	5.673286	7.423994	4.461727	2.2016905	4.305154	2.452483	5.266062	14.425199	5.724392	1.580496	13.229455	18.332463	3.500707	5.1139567	6.386269	4.474316009	4.079139	3.495042	3.235216
ANO8	0.770214	1.08902	1.05572	0.90272	1.35903	1.24092	0.870375	0.56573	0.403564	1.26751	1.46805	0.976852	1.75493	0.931222	1.54508	0.895694	0.844628	0.271778	1.50943	0.670618	0.575098	1.38907	1.17095	0.540554	2.98493	4.38066	0.331691	1.02334	0.570268	0.373184	0.667873	0.576116	1.28192
TMEM59	0.528703	4.186628	0.512955	3.04804	3.85235	4.58346	6.4084	3.833482	4.93093	3.399	4.21126	4.92871	2.97816	1.831766	2.03888	2.335561	3.202935	0.726177	1.348912	1.089318	0.957055	5.70874	0	0.971133	6.230796	6.50691	1.963277	1.410222	2.83487	2.150629	0.389458	0	1.240831
SCARNA22	6.8436749	10.913989	9.307805681	11.579214	17.0414188	10.258292	8.521081	9.311544	4.708951009	7.77154	7.694238851	10.816495	8.976217	10.443136	10.529278	6.353536	5.146263	1.4551377	5.356345067	10.09732906	6.08354514	13.186027	19.4175746	5.24075819	6.035516	6.733241	6.541678005	9.6206468	12.545821	9.6555651	7.541461	4.703822	9.985691
KIAA0391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.982347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARID2	0.169094	5.266775	6.028107	3.44531	0.682654	5.04056	1.76986	2.39882	3.477646	0.909929	2.078372	1.625514	0.3419369	4.969089	1.647956	0.697859	1.668642	1.1540032	0.32566	0.379431	0.295318	5.043743	0.274899	2.50287	4.422538	14.10484	2.399778	0.867205	1.23362	0.543447	1.778951	0.864445	3.17207
CHD9	3.886994	2.9609495	3.9660813	6.610488	4.26806	6.7959115	7.6344391	4.856563	4.161438	4.135812149	2.840579	6.487757	9.456645	8.202667	8.6573	6.558295	4.521861	1.2496134	0.9598544	3.136694	2.629108189	5.755649	11.921888	5.3192765	6.410613	2.595398382	4.8176683	4.6784018	2.304079	2.538354	2.7057688	3.012266	3.008621744
SNORA16A	0	0	0	0	0	0	0	0	0	0	0	0	0.399804	0	0	0	0.434887	0	0	0	0	0	0	0	0	0.611997	0	0	0.295376	0	0	0.930825	0
OGFR	0.626148	1.71157	0.418047	1.5499	2.23981	0.0626592	1.821565	0.0994468	0.928799	0	4.715949	5.40269	0.540807	3.62114	2.24055	0.410809	0.580368	0.0256389	0.378794	0.156386	0	1.682347	1.76712	0.427235	0	0.297483	0.223002	0	0.653226	0.261053	3.895962	0.228483	0.322104
NFE2L1	3.78828	2.69645	3.43356	5.6093	4.53104	2.62342	5.33484	3.36165	0.33421	3.34655	3.9565	1.85972	5.03994	5.03806	3.94301	3.02711	1.13887	0.652716	0.609797	2.61182	1.34682	1.72052	3.50978	2.45961	1.18071	5.35393	3.74642	2.1422	1.47672	1.43595	2.94521	2.44058	3.65281
NIPBL	99.14697	92.707768	111.87029	122.975937	133.73301	99.032641	90.614443	119.471964	81.672743	75.533901	91.377014	92.161347	90.0382206	68.522953	79.19990012	112.140599	66.939579	48.91021	99.59386	113.849295	107.99165	125.03273	132.04787	103.7638746	106.657193	88.501255	90.1754	119.798222	103.502077	113.48548	117.971504	114.469623	100.468572
MYO9A	4.2726	4.71269494	10.582936	11.13061017	9.514324	4.851188	6.544239	3.301013	3.830919	3.4329549	6.74185	6.94773518	22.19861	9.040868	13.96804	5.790988	7.137657025	3.075963	7.73589	13.49087	17.932412	9.997817	12.054715	14.1926	1.572452	2.44158	5.743252	8.320382	6.658705	9.71641	11.27772	5.375662	8.297366
SNORA11	0.5481015	1.346108	0.7516692	1.79523	3.085936	5.013648	2.5860891	0.84287	0.7168769	1.1767331	1.727665	1.295653	0.596917	1.509009	0.1066012	0.1270953	1.5216303	0.162726	0.0331426	0	0.0538111	4.9287515	0	0	0.0570093	0.0520153	0.251014	0.476362	2.203227	1.245965	1.864958	1.1822621	0.2768236
THUMPD1	0.325296	0	0	0.546727	0	0	3.60617	0	0	0	0	0	0	0.459336	0	0	0	0	0	0	0	0	0	0	0	0	0.344462	0	0	0	0	0	0
WDFY3	0	0	0	0.873729	0	0	0	0	0	0	0	0	0.37117	0.367547	0.397783	0	0	0	0	0	0	0	0	0	0	0	1.65985	0	0	0	0	0	0.411966
SUPT7L	19.27241	23.260268	26.212672	33.630873	25.757795	24.21266	22.640847	20.351663	27.182453	35.34953	22.671231	27.757811	14.16548583	15.257302	14.219954	11.600935	21.37491	8.673674247	15.28369809	16.519538	18.926837	24.203617	8.684834	16.44865	8.052316	12.37356	18.69346536	13.993067	19.597493	19.20305389	20.1026	17.474167	27.833267
ZFP91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHN1	1.67224	2.2742	2.08153	2.77322	4.30547	3.57129	5.22615	2.26021	1.7611	1.40587	2.07077	1.97863	1.11494	1.78818	0.444761	0.116717	0.450493	0	1.20963	5.77994	6.97797	4.16507	0.25746	0.27007	1.85307	0.846338	2.0979	2.57233	3.08806	2.53668	2.30288	2.80789	0.305877
CROT	4.852196	6.724885	25.821391	12.43624	10.122916	6.383979	8.092479	13.159506	11.802717	11.679673	8.211004	3.649933	3.467469	9.710912	6.3074523	6.229172	15.2539393	4.940114	5.540754252	7.812285	9.4048224	12.127415	2.851913	2.212434	8.065805	36.729341	7.0321504	3.9410488	5.1112598	8.755684	4.750347	3.563443	7.1178747
LRBA	127.38783	192.3912264	168.5326362	162.18271	162.071356	206.19152	193.61914	206.65189	203.971015	186.50786	202.2839493	208.63015	68.49389	159.2832934	169.86273	136.450053	167.42386	39.23059488	171.797263	239.42612	313.483917	188.23072	95.40015217	143.83589	215.1786762	73.547743	206.31203	162.953956	144.746415	152.54719	158.59072	172.663816	113.883744
PTPN3	0.220265	0.120817	0.802373	0.512378	0	1.00863	0.300147	0.113664	0.382375	0	0.136556	0.709578	0.427403	0	0	0.362758	0.2324	0.0649252	0.494168	0.425517	0.222645	0.29591	0.184861	0	0.110851	0.756917	0.650499	0.0919923	0	0.666247	0.103189	0.16855	0.455659
RHEB	6.60336	2.20019	0.862408	0.629727	0.959928	18.6823	10.8831	5.72521	11.6273	5.43625	10.3625	6.51084	0	2.12079	15.4743	12.3769	30.501	0	0.518185	2.86252	1.72139	1.21585	0	0.782852	1.789	0	4.21364	5.17916	2.97153	4.26739	1.67374	3.3269	2.07331
RPGR	9.512394185	9.35202	16.29286834	15.651969	8.048039486	13.90070352	17.662487	15.17746917	18.7288304	25.10243	23.12962837	17.49269014	13.94054308	5.107107743	13.0309581	10.162652	10.80034889	2.204112	7.768355	11.55315	14.962242	12.91689	7.889683	14.40667042	2.04526	2.459004512	12.14888789	9.662834	10.15791907	6.747495	12.540847	8.650193	14.30797001
TVP23C	0.45221	0.0710774	0	0.0431352	0	0	1.9576632	0.838133	0.681627	5.79791	0.402176	7.066032	4.2681399	0	0	0	0	0	3.56399	3.223666	1.9774795	0	2.05789	1.59718	2.09074	0.433746	2.555209	0.796813	0	0.0477644	0.0499119	1.5003038	8.00534
VPS13C	0.73081	1.0738	0.602698	0	0	0	0	2.956	0	0.0191373	0	0	0	1.29672	0.305493	0	1.03117	0	0	0.474516	0	1.56961	0	0	0	0	0.729543	0	0	0	0	0	0.422033
ATP2C1	0.234135	0.564999	0.890074	0.24186	0.318092	0.492083	0.523345	0.577674	0.457883	0.765044	0.254805	0.704168	0.574156	0.751012	0.437124	0.401	0.476505	0.0390802	0.480567	0.269154	0.398208	0.940007	0.655093	0.174916	0.413286	0.358213	0.288948	0.177813	0.422344	0.748023	0.238911	0.212585	0.349562
KIAA0100	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.437351	0	0.269564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIRC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RC3H1	0	0	0	0	0	0	0	0	0	0	0	0	1.2757787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAP3	1.23205	3.1236	1.22643	0.891839	2.068156	3.62366	1.52504	3.30703	3.94715	2.97305	1.76359	3.97473	7.4471552	2.52452	1.44194	1.45463	1.80196	0	0.642971	2.89065	0.780216	5.31133	0	2.33332917	4.43801	5.23704	1.8114477	1.35235	1.0479	0.745741	1.2182256	1.05094	2.33977
GLG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3BP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM5	0.0312624	0.10356	0.439553	0.273105	0.162991	0.120133	0.128673	0.194762	0.284394	0.0515338	0.169924	0.126129	0.321487	0.30681	0.437532	0.112091	0.0948673	0.0235569	0.0853554	0.159482	0.184821	0.21034	0.176048	0.0483012	0.461949	0.0695429	0.0688003	0.189076	0.0985422	0.123959	0.139182	0.148014	0.101035
INCENP	0	0	0	0	0	0	0	0	0	0	0	0	0.0331413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2CD5	0	1.43766399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159029769	0	0	0	0	0	0	0	0	0	0.135855916	0	0	0	0	0
TBC1D1	0.459441	0	0	0.775167	0	0.858166	0	0	1.40086	2.23932	0.828753	0	1.31302	0	2.11967	0	0	0	0	0	0.709002	1.79063	1.22043	0.644109	1.47115	0	2.42543	0.55222	0.483633	0.992357	0	0.50781	1.46869
TRIM2	2.980727	0.341547	7.38982	3.586467	0.242517	7.124149	15.157579	6.933207	4.776893	10.1272915	6.0836934	10.580355	23.655978	4.078694	2.998684	1.2181156	0.351564	0.10795545	0.9473445	0.240492	0	0.780773	0.0461954	0.6837918	4.810800222	23.899266	2.486403	3.829558	8.756261	2.4900521	5.574122	4.1430102	5.0077613
CAST	0	0	0	0	0	0	0	0	0	0	5.23093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA2018	0	0	0	0	0	0	1.30885	0	0	0	0	0.77377	0.812411	0.267769	0.57894	0	0	0.281457	0	0	0	0.245625	0	0	2.40954	1.65257	0.202638	0	2.201	1.23157	0.845446	0.420043	0
PPP4R3B	6.56377	6.52631	7.859226	10.505	6.33292	5.47102	7.784701	9.90241	7.82792	6.02971	8.77478	9.077332	7.25576	4.645422	3.91507	3.62991	2.878516	2.356645	5.64123	3.44475227	4.84778	5.11583	6.0981	2.97309	14.58557	5.0610498	3.039598	3.22421	8.64803	9.57702	5.5842	5.55562	3.55225
SNRNP200	28.07133	55.80809	40.07672663	44.375769	44.256619	41.158884	43.410508	31.48536	38.32118	59.74319	38.961416	35.0084526	31.205973	29.46799	46.60141	38.897773	41.916777	11.630872	45.823515	34.427917	47.003784	63.62556	38.598706	53.640509	22.4289	29.1575227	38.974796	37.39602	30.241112	32.384252	42.31578	39.16296	28.302392
HSD17B4	0.278448684	0.444594148	0	0	0.031465519	0	0.5965324	0.100314129	0	0.089396119	0	0.111968116	0.440162	0.644025031	1.12342	0.9358688	0.848054073	0.950782	0.079968822	0	0	0.096947374	0	0.3087925	0	0	0.042546621	0.257497	0.019525537	0.150085856	0.410736	0.074852087	1.168864
MCCC2	0.429683	0	0.434788	0	0	0	0	0.206371	0	0	0.757662	0	0	0	1.73407	0.340872	2.63521	1.16289	0	0.216605	0.434057	0	0.188028	0	0.225637	0	0.152524	0	0.300288	0	0.842806	0	0.223792
TSG101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP350	2.3134254	3.408818	6.821548	4.884384	6.963551	6.738195	9.805351	4.4258332	4.501171	5.06082	6.2150838	8.1703476	19.696485	8.7397341	11.784909	5.311713	3.846554	0.936061	5.81841	6.280475	4.298623	12.629949	10.21493	5.939284303	2.53666	3.662029	2.4992546	8.112343	6.48387	6.229338	5.1051951	3.413338071	10.860515
HERPUD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOM1	0.600498	0.42073	1.18555	0.290562	0.533433	1.1290495	0.497025	0.337456	0.523163	0.911124	1.220016	0.388202	0.5101482	0.794563	0.472479	0.263566	0.648099	0	0.420536	0.10382	0.234003	0.425915	0.300663	0.325038	0.512894	1.16998	0.1946763	0.126209	0.231922	0.2247716	0	0.652432	0.449777
PAM	0.705463	0	0	0	0	0	0.972315	0.681508	0.70917	1.13336	0.4185	0	3.90853	1.65559	0	0	1.8167	0	0	0	0	0.303712	0	0	0.372751	0.511505	0.499394	0	2.47217	0.812073	0.349346	0	1.55958
RNU4-1	4.984466	5.2675	6.14708	13.77392	13.564215	15.90265	7.341591	9.53856	3.53317	6.711272	8.65374	10.0916	19.038542	17.41538	13.89182	5.7677	5.330235	4.368415	9.63009	10.06191	15.112646	21.24691	14.79955	8.69304	4.10182	5.240957	13.898353	9.234914	17.062773	15.14117	8.466943	4.234169	11.832605
COPG1	0	3.92977	0	0	0	4.32281	0	1.2068	1.17879	1.25482	0	1.5933	2.20177	0	3.54781	0	0	0	1.06242	1.18594	1.80149	0.999832	0	0	0	0	4.82212	0.920533	0	0	1.15632	0	1.23141
PPP2R3A	2.80714	1.23767	1.13166	2.47619	0.419751	4.54438	1.77095	3.67041	0.743933	1.18883	1.38886	1.10528	0.71672	1.43162	2.19052	0.925174	0	0.546581	0.358287	1.5678	1.93479	4.64282	6.05504	0	0	1.07321	2.15781	2.80069	3.54218	2.65822	1.53101	0.272212	0
